2026-04-29 12:39:34,803 | INFO | test_get_status | 20 | Starting test: test_get_status - Checking API health status.
2026-04-29 14:19:05,518 | INFO | test_create_a_new_order | 48 | Preparing order payload.
2026-04-29 14:19:05,519 | INFO | test_create_a_new_order | 53 | Making POST request to create new order.
2026-04-29 14:19:06,332 | INFO | test_create_a_new_order | 60 | Asserting that create order endpoint returned 201 Created.
2026-04-29 14:19:06,361 | INFO | test_update_an_order | 33 | Starting test: test_update_an_order - Updating an existing order.
2026-04-29 14:19:06,365 | INFO | test_update_an_order | 36 | Reading access token from file.
2026-04-29 14:19:06,368 | INFO | test_update_an_order | 41 | Reading order details from file.
2026-04-29 14:19:06,368 | INFO | test_update_an_order | 49 | Preparing update payload.
2026-04-29 14:19:06,368 | INFO | test_update_an_order | 54 | Making PATCH request to update order.
2026-04-29 14:19:07,133 | INFO | test_update_an_order | 61 | Asserting that update order endpoint returned 204 No Content.
2026-04-29 14:19:07,147 | INFO | test_get_all_orders | 24 | Starting test: test_get_all_orders - Retrieving all orders for authenticated client.
2026-04-29 14:19:07,157 | INFO | test_get_all_orders | 27 | Reading access token from file.
2026-04-29 14:19:07,158 | INFO | test_get_all_orders | 32 | Making GET request to retrieve all orders.
2026-04-29 14:19:07,895 | INFO | test_get_all_orders | 36 | Asserting that get all orders endpoint returned 200 OK.
2026-04-29 14:19:07,897 | INFO | test_get_all_orders | 40 | Parsing response from get all orders endpoint.
2026-04-29 14:19:07,905 | INFO | test_get_all_orders | 45 | Saving all orders to JSON file for debugging and reuse.
2026-04-29 14:19:07,906 | INFO | test_get_all_orders | 49 | ✓ Test completed successfully: All orders retrieved.
2026-04-29 14:19:25,777 | INFO | test_get_status | 20 | Starting test: test_get_status - Checking API health status.
2026-04-29 14:19:25,778 | INFO | test_get_status | 22 | Making GET request to /status endpoint.
2026-04-29 14:19:26,691 | INFO | test_get_status | 25 | Parsing response from /status endpoint.
2026-04-29 14:19:26,698 | INFO | test_get_status | 29 | Asserting that the /status endpoint returned 200 OK.
2026-04-29 14:19:26,699 | INFO | test_get_status | 32 | Asserting that the API status is UP.
2026-04-29 14:19:26,699 | INFO | test_get_status | 35 | Asserting that the response status code is 200.
2026-04-29 14:19:26,700 | INFO | test_get_status | 39 | Saving API status response to a JSON file for debugging.
2026-04-29 14:19:26,702 | INFO | test_get_status | 43 | ✓ Test completed successfully: API status is UP.
2026-04-29 14:19:26,711 | INFO | test_create_new_cart | 20 | Starting test: test_create_new_cart - Creating a new shopping cart.
2026-04-29 14:19:26,714 | INFO | test_create_new_cart | 23 | Making POST request to /carts endpoint to create new cart.
2026-04-29 14:19:27,051 | INFO | test_create_new_cart | 27 | Parsing response from /carts endpoint.
2026-04-29 14:19:27,061 | INFO | test_create_new_cart | 31 | Asserting that the /carts endpoint returned 201 Created.
2026-04-29 14:19:27,061 | INFO | test_create_new_cart | 35 | Asserting that response is a JSON object.
2026-04-29 14:19:27,062 | INFO | test_create_new_cart | 39 | Asserting that response contains required cart fields.
2026-04-29 14:19:27,062 | INFO | test_create_new_cart | 44 | Performing type checks on cart fields.
2026-04-29 14:19:27,064 | INFO | test_create_new_cart | 49 | Asserting that cart was successfully created.
2026-04-29 14:19:27,065 | INFO | test_create_new_cart | 53 | Saving cart details to JSON file for debugging and reuse.
2026-04-29 14:19:27,068 | INFO | test_create_new_cart | 58 | Saving cartId to text file for quick access by other tests.
2026-04-29 14:19:27,071 | INFO | test_create_new_cart | 62 | ✓ Test completed successfully: New shopping cart created.
2026-04-29 14:19:27,078 | INFO | test_add_item_to_cart | 21 | Starting test: test_add_item_to_cart - Adding an item to the shopping cart.
2026-04-29 14:19:27,085 | INFO | test_add_item_to_cart | 24 | Loading product list from test data file.
2026-04-29 14:19:27,087 | INFO | test_add_item_to_cart | 29 | Asserting that product list is not empty.
2026-04-29 14:19:27,088 | INFO | test_add_item_to_cart | 33 | Selecting random product from available products.
2026-04-29 14:19:27,091 | INFO | test_add_item_to_cart | 38 | Preparing payload with selected product ID.
2026-04-29 14:19:27,093 | INFO | test_add_item_to_cart | 44 | Reading cart ID from file.
2026-04-29 14:19:27,094 | INFO | test_add_item_to_cart | 49 | Asserting that cart ID is present.
2026-04-29 14:19:27,095 | INFO | test_add_item_to_cart | 54 | Making POST request to add item to cart.
2026-04-29 14:19:27,442 | INFO | test_add_item_to_cart | 58 | Parsing response from add item to cart endpoint.
2026-04-29 14:19:27,458 | INFO | test_add_item_to_cart | 62 | Asserting that add item endpoint returned 201 Created.
2026-04-29 14:19:27,458 | INFO | test_add_item_to_cart | 66 | Asserting that response contains required fields.
2026-04-29 14:19:27,458 | INFO | test_add_item_to_cart | 71 | Asserting that response is a JSON object.
2026-04-29 14:19:27,464 | INFO | test_add_item_to_cart | 75 | Performing type checks on response fields.
2026-04-29 14:19:27,465 | INFO | test_add_item_to_cart | 81 | Saving added item details to JSON file for debugging and reuse.
2026-04-29 14:19:27,467 | INFO | test_add_item_to_cart | 85 | ✓ Test completed successfully: Item added to cart.
2026-04-29 14:19:27,479 | INFO | test_get_cart_items | 21 | Starting test: test_get_cart_items - Retrieving all items from the shopping cart.
2026-04-29 14:19:27,484 | INFO | test_get_cart_items | 24 | Reading cart ID from file.
2026-04-29 14:19:27,485 | INFO | test_get_cart_items | 30 | Making GET request to retrieve cart items.
2026-04-29 14:19:27,855 | INFO | test_get_cart_items | 34 | Asserting that get cart items endpoint returned 200 OK.
2026-04-29 14:19:27,856 | INFO | test_get_cart_items | 38 | Parsing response from get cart items endpoint.
2026-04-29 14:19:27,862 | INFO | test_get_cart_items | 42 | Asserting that response is a list of items.
2026-04-29 14:19:27,865 | INFO | test_get_cart_items | 48 | Cart contains items, validating item structure.
2026-04-29 14:19:27,866 | INFO | test_get_cart_items | 53 | Asserting that items contain required fields.
2026-04-29 14:19:27,867 | INFO | test_get_cart_items | 58 | Performing type checks on item fields.
2026-04-29 14:19:27,868 | INFO | test_get_cart_items | 65 | Saving cart items to JSON file for debugging and reuse.
2026-04-29 14:19:27,870 | INFO | test_get_cart_items | 69 | ✓ Test completed successfully: Cart items retrieved.
2026-04-29 14:19:27,877 | INFO | test_modify_item_in_cart | 22 | Starting test: test_modify_item_in_cart - Modifying quantity of an item in the cart.
2026-04-29 14:19:27,880 | INFO | test_modify_item_in_cart | 25 | Reading cart ID from file.
2026-04-29 14:19:27,881 | INFO | test_modify_item_in_cart | 31 | Reading cart items from file.
2026-04-29 14:19:27,881 | INFO | test_modify_item_in_cart | 37 | Selecting random item from cart to modify.
2026-04-29 14:19:27,881 | INFO | test_modify_item_in_cart | 42 | Preparing payload with new quantity value.
2026-04-29 14:19:27,881 | INFO | test_modify_item_in_cart | 50 | Cart has items, proceeding with modification.
2026-04-29 14:19:27,881 | INFO | test_modify_item_in_cart | 52 | Making PATCH request to modify item quantity.
2026-04-29 14:19:28,697 | INFO | test_modify_item_in_cart | 56 | Asserting that modify item endpoint returned 204 No Content.
2026-04-29 14:19:28,712 | INFO | test_modify_item_in_cart | 58 | ✓ Test completed successfully: Item quantity modified.
2026-04-29 14:19:28,752 | INFO | test_replace_item_in_cart | 22 | Starting test: test_replace_item_in_cart - Replacing an item in the cart with a new product.
2026-04-29 14:19:28,753 | INFO | test_replace_item_in_cart | 24 | Reading cart ID from file.
2026-04-29 14:19:28,755 | INFO | test_replace_item_in_cart | 29 | Reading cart items from file.
2026-04-29 14:19:28,756 | INFO | test_replace_item_in_cart | 33 | Selecting random item from cart to replace.
2026-04-29 14:19:28,756 | INFO | test_replace_item_in_cart | 36 | Extracting product IDs of items currently in the cart.
2026-04-29 14:19:28,756 | INFO | test_replace_item_in_cart | 40 | Loading product list from test data file and filtering for in-stock products.
2026-04-29 14:19:28,760 | INFO | test_replace_item_in_cart | 44 | Extracting product IDs of in-stock products.
2026-04-29 14:19:28,760 | INFO | test_replace_item_in_cart | 48 | Removing products already in the cart from the list of available products.
2026-04-29 14:19:28,761 | INFO | test_replace_item_in_cart | 54 | Selecting a random product ID from the available products to replace the item in the cart.
2026-04-29 14:19:28,761 | INFO | test_replace_item_in_cart | 58 | Preparing payload with new product ID and random quantity.
2026-04-29 14:19:28,762 | INFO | test_replace_item_in_cart | 62 | Checking if cart has items before attempting to replace an item.
2026-04-29 14:19:28,764 | INFO | test_replace_item_in_cart | 65 | Making PUT request to replace the item in the cart.
2026-04-29 14:19:29,581 | INFO | test_replace_item_in_cart | 69 | Asserting that replace item endpoint returned 204 No Content.
2026-04-29 14:19:29,581 | INFO | test_replace_item_in_cart | 71 | ✓ Test completed successfully: Item replaced in cart.
2026-04-29 14:19:29,607 | INFO | test_register_a_new_client | 52 | Starting test: test_register_a_new_client - Registering a new API client and generating access token.
2026-04-29 14:19:29,615 | INFO | test_register_a_new_client | 58 | Generating random client credentials using Faker.
2026-04-29 14:19:29,618 | INFO | test_register_a_new_client | 66 | Making POST request to /api-clients endpoint to register new client.
2026-04-29 14:19:29,970 | INFO | test_register_a_new_client | 70 | Asserting that the /api-clients endpoint returned 201 Created.
2026-04-29 14:19:29,971 | INFO | test_register_a_new_client | 74 | Parsing response to extract access token.
2026-04-29 14:19:29,972 | INFO | test_register_a_new_client | 78 | Saving access token to file for reuse in other tests.
2026-04-29 14:19:29,972 | INFO | test_register_a_new_client | 83 | Saving client details to file for debugging and reuse.
2026-04-29 14:19:29,986 | INFO | test_register_a_new_client | 88 | Asserting that access token is present in response.
2026-04-29 14:19:29,986 | INFO | test_register_a_new_client | 90 | Asserting that access token is a dictionary.
2026-04-29 14:19:29,986 | INFO | test_register_a_new_client | 94 | Combining client details and access token into single dictionary.
2026-04-29 14:19:29,993 | INFO | test_register_a_new_client | 103 | Loading existing client details from file.
2026-04-29 14:19:29,995 | INFO | test_register_a_new_client | 118 | Appending new client to existing client details.
2026-04-29 14:19:29,997 | INFO | test_register_a_new_client | 122 | Saving updated client details to file.
2026-04-29 14:19:30,000 | INFO | test_register_a_new_client | 126 | ✓ Test completed successfully: New API client registered and access token generated.
2026-04-29 14:19:30,014 | INFO | test_create_a_new_order | 30 | Starting test: test_create_a_new_order - Creating a new order from cart.
2026-04-29 14:19:30,017 | INFO | test_create_a_new_order | 33 | Reading cart ID from file.
2026-04-29 14:19:30,018 | INFO | test_create_a_new_order | 38 | Reading access token from file.
2026-04-29 14:19:30,019 | INFO | test_create_a_new_order | 42 | Reading client details from file.
2026-04-29 14:19:30,024 | INFO | test_create_a_new_order | 48 | Preparing order payload.
2026-04-29 14:19:30,025 | INFO | test_create_a_new_order | 53 | Making POST request to create new order.
2026-04-29 14:19:30,363 | INFO | test_create_a_new_order | 60 | Asserting that create order endpoint returned 201 Created.
2026-04-29 14:19:30,363 | INFO | test_create_a_new_order | 64 | Parsing response from create order endpoint.
2026-04-29 14:19:30,380 | INFO | test_create_a_new_order | 68 | Saving order details to JSON file for debugging and reuse.
2026-04-29 14:19:30,383 | INFO | test_create_a_new_order | 72 | ✓ Test completed successfully: New order created.
2026-04-29 14:19:30,394 | INFO | test_update_an_order | 33 | Starting test: test_update_an_order - Updating an existing order.
2026-04-29 14:19:30,397 | INFO | test_update_an_order | 36 | Reading access token from file.
2026-04-29 14:19:30,399 | INFO | test_update_an_order | 41 | Reading order details from file.
2026-04-29 14:19:30,400 | INFO | test_update_an_order | 49 | Preparing update payload.
2026-04-29 14:19:30,401 | INFO | test_update_an_order | 54 | Making PATCH request to update order.
2026-04-29 14:19:30,844 | INFO | test_update_an_order | 61 | Asserting that update order endpoint returned 204 No Content.
2026-04-29 14:19:30,844 | INFO | test_update_an_order | 63 | ✓ Test completed successfully: Order updated.
2026-04-29 14:19:30,844 | INFO | test_get_all_orders | 24 | Starting test: test_get_all_orders - Retrieving all orders for authenticated client.
2026-04-29 14:19:30,844 | INFO | test_get_all_orders | 27 | Reading access token from file.
2026-04-29 14:19:30,857 | INFO | test_get_all_orders | 32 | Making GET request to retrieve all orders.
2026-04-29 14:19:31,334 | INFO | test_get_all_orders | 36 | Asserting that get all orders endpoint returned 200 OK.
2026-04-29 14:19:31,334 | INFO | test_get_all_orders | 40 | Parsing response from get all orders endpoint.
2026-04-29 14:19:31,349 | INFO | test_get_all_orders | 45 | Saving all orders to JSON file for debugging and reuse.
2026-04-29 14:19:31,349 | INFO | test_get_all_orders | 49 | ✓ Test completed successfully: All orders retrieved.
2026-04-29 14:30:22,941 | INFO | test_get_status | 20 | Starting test: test_get_status - Checking API health status.
2026-04-29 14:30:22,945 | INFO | test_get_status | 22 | Making GET request to /status endpoint.
2026-04-29 14:30:24,034 | INFO | test_get_status | 25 | Parsing response from /status endpoint.
2026-04-29 14:30:24,050 | INFO | test_get_status | 29 | Asserting that the /status endpoint returned 200 OK.
2026-04-29 14:30:24,074 | INFO | test_get_status | 32 | Asserting that the API status is UP.
2026-04-29 14:30:24,076 | INFO | test_get_status | 35 | Asserting that the response status code is 200.
2026-04-29 14:30:24,079 | INFO | test_get_status | 39 | Saving API status response to a JSON file for debugging.
2026-04-29 14:30:24,091 | INFO | test_get_status | 43 | ✓ Test completed successfully: API status is UP.
2026-04-29 14:30:24,119 | INFO | test_create_new_cart | 20 | Starting test: test_create_new_cart - Creating a new shopping cart.
2026-04-29 14:30:24,136 | INFO | test_create_new_cart | 23 | Making POST request to /carts endpoint to create new cart.
2026-04-29 14:30:24,627 | INFO | test_create_new_cart | 27 | Parsing response from /carts endpoint.
2026-04-29 14:30:24,634 | INFO | test_create_new_cart | 31 | Asserting that the /carts endpoint returned 201 Created.
2026-04-29 14:30:24,635 | INFO | test_create_new_cart | 35 | Asserting that response is a JSON object.
2026-04-29 14:30:24,636 | INFO | test_create_new_cart | 39 | Asserting that response contains required cart fields.
2026-04-29 14:30:24,637 | INFO | test_create_new_cart | 44 | Performing type checks on cart fields.
2026-04-29 14:30:24,638 | INFO | test_create_new_cart | 49 | Asserting that cart was successfully created.
2026-04-29 14:30:24,639 | INFO | test_create_new_cart | 53 | Saving cart details to JSON file for debugging and reuse.
2026-04-29 14:30:24,642 | INFO | test_create_new_cart | 58 | Saving cartId to text file for quick access by other tests.
2026-04-29 14:30:24,645 | INFO | test_create_new_cart | 62 | ✓ Test completed successfully: New shopping cart created.
2026-04-29 14:30:24,662 | INFO | test_add_item_to_cart | 21 | Starting test: test_add_item_to_cart - Adding an item to the shopping cart.
2026-04-29 14:30:24,664 | INFO | test_add_item_to_cart | 24 | Loading product list from test data file.
2026-04-29 14:30:24,675 | INFO | test_add_item_to_cart | 29 | Asserting that product list is not empty.
2026-04-29 14:30:24,677 | INFO | test_add_item_to_cart | 33 | Selecting random product from available products.
2026-04-29 14:30:24,679 | INFO | test_add_item_to_cart | 38 | Preparing payload with selected product ID.
2026-04-29 14:30:24,680 | INFO | test_add_item_to_cart | 44 | Reading cart ID from file.
2026-04-29 14:30:24,683 | INFO | test_add_item_to_cart | 49 | Asserting that cart ID is present.
2026-04-29 14:30:24,690 | INFO | test_add_item_to_cart | 54 | Making POST request to add item to cart.
2026-04-29 14:30:25,082 | INFO | test_add_item_to_cart | 58 | Parsing response from add item to cart endpoint.
2026-04-29 14:30:25,098 | INFO | test_add_item_to_cart | 62 | Asserting that add item endpoint returned 201 Created.
2026-04-29 14:30:25,100 | INFO | test_add_item_to_cart | 66 | Asserting that response contains required fields.
2026-04-29 14:30:25,102 | INFO | test_add_item_to_cart | 71 | Asserting that response is a JSON object.
2026-04-29 14:30:25,104 | INFO | test_add_item_to_cart | 75 | Performing type checks on response fields.
2026-04-29 14:30:25,104 | INFO | test_add_item_to_cart | 81 | Saving added item details to JSON file for debugging and reuse.
2026-04-29 14:30:25,108 | INFO | test_add_item_to_cart | 85 | ✓ Test completed successfully: Item added to cart.
2026-04-29 14:30:25,124 | INFO | test_get_cart_items | 21 | Starting test: test_get_cart_items - Retrieving all items from the shopping cart.
2026-04-29 14:30:25,134 | INFO | test_get_cart_items | 24 | Reading cart ID from file.
2026-04-29 14:30:25,137 | INFO | test_get_cart_items | 30 | Making GET request to retrieve cart items.
2026-04-29 14:30:25,896 | INFO | test_get_cart_items | 34 | Asserting that get cart items endpoint returned 200 OK.
2026-04-29 14:30:25,896 | INFO | test_get_cart_items | 38 | Parsing response from get cart items endpoint.
2026-04-29 14:30:25,911 | INFO | test_get_cart_items | 42 | Asserting that response is a list of items.
2026-04-29 14:30:25,914 | INFO | test_get_cart_items | 48 | Cart contains items, validating item structure.
2026-04-29 14:30:25,916 | INFO | test_get_cart_items | 53 | Asserting that items contain required fields.
2026-04-29 14:30:25,917 | INFO | test_get_cart_items | 58 | Performing type checks on item fields.
2026-04-29 14:30:25,918 | INFO | test_get_cart_items | 65 | Saving cart items to JSON file for debugging and reuse.
2026-04-29 14:30:25,921 | INFO | test_get_cart_items | 69 | ✓ Test completed successfully: Cart items retrieved.
2026-04-29 14:30:25,939 | INFO | test_modify_item_in_cart | 22 | Starting test: test_modify_item_in_cart - Modifying quantity of an item in the cart.
2026-04-29 14:30:25,943 | INFO | test_modify_item_in_cart | 25 | Reading cart ID from file.
2026-04-29 14:30:25,945 | INFO | test_modify_item_in_cart | 31 | Reading cart items from file.
2026-04-29 14:30:25,946 | INFO | test_modify_item_in_cart | 37 | Selecting random item from cart to modify.
2026-04-29 14:30:25,947 | INFO | test_modify_item_in_cart | 42 | Preparing payload with new quantity value.
2026-04-29 14:30:25,949 | INFO | test_modify_item_in_cart | 50 | Cart has items, proceeding with modification.
2026-04-29 14:30:25,951 | INFO | test_modify_item_in_cart | 52 | Making PATCH request to modify item quantity.
2026-04-29 14:30:26,783 | INFO | test_modify_item_in_cart | 56 | Asserting that modify item endpoint returned 204 No Content.
2026-04-29 14:30:26,821 | INFO | test_replace_item_in_cart | 22 | Starting test: test_replace_item_in_cart - Replacing an item in the cart with a new product.
2026-04-29 14:30:26,822 | INFO | test_replace_item_in_cart | 24 | Reading cart ID from file.
2026-04-29 14:30:26,825 | INFO | test_replace_item_in_cart | 29 | Reading cart items from file.
2026-04-29 14:30:26,825 | INFO | test_replace_item_in_cart | 33 | Selecting random item from cart to replace.
2026-04-29 14:30:26,825 | INFO | test_replace_item_in_cart | 36 | Extracting product IDs of items currently in the cart.
2026-04-29 14:30:26,825 | INFO | test_replace_item_in_cart | 40 | Loading product list from test data file and filtering for in-stock products.
2026-04-29 14:30:26,831 | INFO | test_replace_item_in_cart | 44 | Extracting product IDs of in-stock products.
2026-04-29 14:30:26,831 | INFO | test_replace_item_in_cart | 48 | Removing products already in the cart from the list of available products.
2026-04-29 14:30:26,831 | INFO | test_replace_item_in_cart | 54 | Selecting a random product ID from the available products to replace the item in the cart.
2026-04-29 14:30:26,831 | INFO | test_replace_item_in_cart | 58 | Preparing payload with new product ID and random quantity.
2026-04-29 14:30:26,831 | INFO | test_replace_item_in_cart | 62 | Checking if cart has items before attempting to replace an item.
2026-04-29 14:30:26,831 | INFO | test_replace_item_in_cart | 65 | Making PUT request to replace the item in the cart.
2026-04-29 14:30:27,682 | INFO | test_replace_item_in_cart | 69 | Asserting that replace item endpoint returned 204 No Content.
2026-04-29 14:30:27,682 | INFO | test_replace_item_in_cart | 71 | ✓ Test completed successfully: Item replaced in cart.
2026-04-29 14:30:27,682 | INFO | test_register_a_new_client | 52 | Starting test: test_register_a_new_client - Registering a new API client and generating access token.
2026-04-29 14:30:27,702 | INFO | test_register_a_new_client | 58 | Generating random client credentials using Faker.
2026-04-29 14:30:27,706 | INFO | test_register_a_new_client | 66 | Making POST request to /api-clients endpoint to register new client.
2026-04-29 14:30:28,047 | INFO | test_register_a_new_client | 70 | Asserting that the /api-clients endpoint returned 201 Created.
2026-04-29 14:30:28,048 | INFO | test_register_a_new_client | 74 | Parsing response to extract access token.
2026-04-29 14:30:28,059 | INFO | test_register_a_new_client | 78 | Saving access token to file for reuse in other tests.
2026-04-29 14:30:28,067 | INFO | test_register_a_new_client | 83 | Saving client details to file for debugging and reuse.
2026-04-29 14:30:28,083 | INFO | test_register_a_new_client | 88 | Asserting that access token is present in response.
2026-04-29 14:30:28,087 | INFO | test_register_a_new_client | 90 | Asserting that access token is a dictionary.
2026-04-29 14:30:28,088 | INFO | test_register_a_new_client | 94 | Combining client details and access token into single dictionary.
2026-04-29 14:30:28,089 | INFO | test_register_a_new_client | 103 | Loading existing client details from file.
2026-04-29 14:30:28,093 | INFO | test_register_a_new_client | 118 | Appending new client to existing client details.
2026-04-29 14:30:28,094 | INFO | test_register_a_new_client | 122 | Saving updated client details to file.
2026-04-29 14:30:28,098 | INFO | test_register_a_new_client | 126 | ✓ Test completed successfully: New API client registered and access token generated.
2026-04-29 14:30:28,126 | INFO | test_create_a_new_order | 30 | Starting test: test_create_a_new_order - Creating a new order from cart.
2026-04-29 14:30:28,155 | INFO | test_create_a_new_order | 33 | Reading cart ID from file.
2026-04-29 14:30:28,172 | INFO | test_create_a_new_order | 38 | Reading access token from file.
2026-04-29 14:30:28,193 | INFO | test_create_a_new_order | 42 | Reading client details from file.
2026-04-29 14:30:28,203 | INFO | test_create_a_new_order | 48 | Preparing order payload.
2026-04-29 14:30:28,205 | INFO | test_create_a_new_order | 53 | Making POST request to create new order.
2026-04-29 14:30:29,037 | INFO | test_create_a_new_order | 60 | Asserting that create order endpoint returned 201 Created.
2026-04-29 14:30:29,038 | INFO | test_create_a_new_order | 64 | Parsing response from create order endpoint.
2026-04-29 14:30:29,084 | INFO | test_create_a_new_order | 68 | Saving order details to JSON file for debugging and reuse.
2026-04-29 14:30:29,087 | INFO | test_create_a_new_order | 72 | ✓ Test completed successfully: New order created.
2026-04-29 14:30:29,094 | INFO | test_update_an_order | 33 | Starting test: test_update_an_order - Updating an existing order.
2026-04-29 14:30:29,099 | INFO | test_update_an_order | 36 | Reading access token from file.
2026-04-29 14:30:29,100 | INFO | test_update_an_order | 41 | Reading order details from file.
2026-04-29 14:30:29,102 | INFO | test_update_an_order | 49 | Preparing update payload.
2026-04-29 14:30:29,104 | INFO | test_update_an_order | 54 | Making PATCH request to update order.
2026-04-29 14:30:29,879 | INFO | test_update_an_order | 61 | Asserting that update order endpoint returned 204 No Content.
2026-04-29 14:30:29,879 | INFO | test_update_an_order | 63 | ✓ Test completed successfully: Order updated.
2026-04-29 14:30:29,896 | INFO | test_get_all_orders | 24 | Starting test: test_get_all_orders - Retrieving all orders for authenticated client.
2026-04-29 14:30:29,901 | INFO | test_get_all_orders | 27 | Reading access token from file.
2026-04-29 14:30:29,906 | INFO | test_get_all_orders | 32 | Making GET request to retrieve all orders.
2026-04-29 14:30:30,761 | INFO | test_get_all_orders | 36 | Asserting that get all orders endpoint returned 200 OK.
2026-04-29 14:30:30,764 | INFO | test_get_all_orders | 40 | Parsing response from get all orders endpoint.
2026-04-29 14:30:30,776 | INFO | test_get_all_orders | 45 | Saving all orders to JSON file for debugging and reuse.
2026-04-29 14:30:30,784 | INFO | test_get_all_orders | 49 | ✓ Test completed successfully: All orders retrieved.
2026-04-29 14:30:50,281 | INFO | test_get_status | 20 | Starting test: test_get_status - Checking API health status.
2026-04-29 14:30:50,283 | INFO | test_get_status | 22 | Making GET request to /status endpoint.
2026-04-29 14:30:51,492 | INFO | test_get_status | 25 | Parsing response from /status endpoint.
2026-04-29 14:30:51,507 | INFO | test_get_status | 29 | Asserting that the /status endpoint returned 200 OK.
2026-04-29 14:30:51,529 | INFO | test_get_status | 32 | Asserting that the API status is UP.
2026-04-29 14:30:51,543 | INFO | test_get_status | 35 | Asserting that the response status code is 200.
2026-04-29 14:30:51,546 | INFO | test_get_status | 39 | Saving API status response to a JSON file for debugging.
2026-04-29 14:30:51,546 | INFO | test_get_status | 43 | ✓ Test completed successfully: API status is UP.
2026-04-29 14:30:51,577 | INFO | test_create_new_cart | 20 | Starting test: test_create_new_cart - Creating a new shopping cart.
2026-04-29 14:30:51,630 | INFO | test_create_new_cart | 23 | Making POST request to /carts endpoint to create new cart.
2026-04-29 14:30:52,021 | INFO | test_create_new_cart | 27 | Parsing response from /carts endpoint.
2026-04-29 14:30:52,021 | INFO | test_create_new_cart | 31 | Asserting that the /carts endpoint returned 201 Created.
2026-04-29 14:30:52,021 | INFO | test_create_new_cart | 35 | Asserting that response is a JSON object.
2026-04-29 14:30:52,037 | INFO | test_create_new_cart | 39 | Asserting that response contains required cart fields.
2026-04-29 14:30:52,038 | INFO | test_create_new_cart | 44 | Performing type checks on cart fields.
2026-04-29 14:30:52,047 | INFO | test_create_new_cart | 49 | Asserting that cart was successfully created.
2026-04-29 14:30:52,048 | INFO | test_create_new_cart | 53 | Saving cart details to JSON file for debugging and reuse.
2026-04-29 14:30:52,049 | INFO | test_create_new_cart | 58 | Saving cartId to text file for quick access by other tests.
2026-04-29 14:30:52,061 | INFO | test_create_new_cart | 62 | ✓ Test completed successfully: New shopping cart created.
2026-04-29 14:30:52,075 | INFO | test_add_item_to_cart | 21 | Starting test: test_add_item_to_cart - Adding an item to the shopping cart.
2026-04-29 14:30:52,091 | INFO | test_add_item_to_cart | 24 | Loading product list from test data file.
2026-04-29 14:30:52,091 | INFO | test_add_item_to_cart | 29 | Asserting that product list is not empty.
2026-04-29 14:30:52,091 | INFO | test_add_item_to_cart | 33 | Selecting random product from available products.
2026-04-29 14:30:52,091 | INFO | test_add_item_to_cart | 38 | Preparing payload with selected product ID.
2026-04-29 14:30:52,106 | INFO | test_add_item_to_cart | 44 | Reading cart ID from file.
2026-04-29 14:30:52,108 | INFO | test_add_item_to_cart | 49 | Asserting that cart ID is present.
2026-04-29 14:30:52,118 | INFO | test_add_item_to_cart | 54 | Making POST request to add item to cart.
2026-04-29 14:30:52,471 | INFO | test_add_item_to_cart | 58 | Parsing response from add item to cart endpoint.
2026-04-29 14:30:52,473 | INFO | test_add_item_to_cart | 62 | Asserting that add item endpoint returned 201 Created.
2026-04-29 14:30:52,473 | INFO | test_add_item_to_cart | 66 | Asserting that response contains required fields.
2026-04-29 14:30:52,473 | INFO | test_add_item_to_cart | 71 | Asserting that response is a JSON object.
2026-04-29 14:30:52,486 | INFO | test_add_item_to_cart | 75 | Performing type checks on response fields.
2026-04-29 14:30:52,489 | INFO | test_add_item_to_cart | 81 | Saving added item details to JSON file for debugging and reuse.
2026-04-29 14:30:52,495 | INFO | test_add_item_to_cart | 85 | ✓ Test completed successfully: Item added to cart.
2026-04-29 14:30:52,517 | INFO | test_get_cart_items | 21 | Starting test: test_get_cart_items - Retrieving all items from the shopping cart.
2026-04-29 14:30:52,538 | INFO | test_get_cart_items | 24 | Reading cart ID from file.
2026-04-29 14:30:52,553 | INFO | test_get_cart_items | 30 | Making GET request to retrieve cart items.
2026-04-29 14:30:52,921 | INFO | test_get_cart_items | 34 | Asserting that get cart items endpoint returned 200 OK.
2026-04-29 14:30:52,923 | INFO | test_get_cart_items | 38 | Parsing response from get cart items endpoint.
2026-04-29 14:30:52,926 | INFO | test_get_cart_items | 42 | Asserting that response is a list of items.
2026-04-29 14:30:52,939 | INFO | test_get_cart_items | 48 | Cart contains items, validating item structure.
2026-04-29 14:30:52,943 | INFO | test_get_cart_items | 53 | Asserting that items contain required fields.
2026-04-29 14:30:52,943 | INFO | test_get_cart_items | 58 | Performing type checks on item fields.
2026-04-29 14:30:52,943 | INFO | test_get_cart_items | 65 | Saving cart items to JSON file for debugging and reuse.
2026-04-29 14:30:52,943 | INFO | test_get_cart_items | 69 | ✓ Test completed successfully: Cart items retrieved.
2026-04-29 14:30:52,957 | INFO | test_modify_item_in_cart | 22 | Starting test: test_modify_item_in_cart - Modifying quantity of an item in the cart.
2026-04-29 14:30:52,957 | INFO | test_modify_item_in_cart | 25 | Reading cart ID from file.
2026-04-29 14:30:52,957 | INFO | test_modify_item_in_cart | 31 | Reading cart items from file.
2026-04-29 14:30:52,957 | INFO | test_modify_item_in_cart | 37 | Selecting random item from cart to modify.
